hours_per_week,age,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,income_>50K
45,30,0,0,0,0,1,0,0,1
40,51,0,0,0,0,0,0,1,0
44,49,0,0,1,0,0,0,0,0
21,72,0,0,1,0,0,0,0,0
50,33,0,0,1,0,0,0,0,0
40,41,1,0,0,0,0,0,0,0
40,26,0,0,0,0,1,0,0,0
10,23,0,0,0,0,1,0,0,0
40,41,1,0,0,0,0,0,0,0
36,19,0,0,1,0,0,0,0,0
20,74,0,0,1,0,0,0,0,1
15,17,0,0,0,0,1,0,0,0
35,21,0,0,0,0,1,0,0,0
40,29,1,0,0,0,0,0,0,0
40,42,0,0,1,0,0,0,0,0
40,38,0,0,1,0,0,0,0,0
10,19,0,0,0,0,1,0,0,0
25,22,0,0,0,0,1,0,0,0
50,32,1,0,0,0,0,0,0,0
38,28,0,0,0,0,1,0,0,0
62,33,0,0,1,0,0,0,0,0
60,35,0,0,0,0,1,0,0,1
50,45,0,0,0,0,1,0,0,1
40,28,0,0,1,0,0,0,0,0
60,42,0,0,1,0,0,0,0,1
20,35,0,0,1,0,0,0,0,1
50,24,0,0,0,0,1,0,0,0
20,19,0,0,0,0,1,0,0,0
60,40,0,0,1,0,0,0,0,1
40,25,0,0,0,0,1,0,0,0
40,50,0,0,1,0,0,0,0,1
52,28,0,0,0,0,1,0,0,0
40,33,0,0,1,0,0,0,0,0
8,67,0,0,1,0,0,0,0,0
46,30,0,0,1,0,0,0,0,0
60,51,0,0,1,0,0,0,0,0
12,17,0,0,0,0,1,0,0,0
28,25,0,0,0,0,1,0,0,0
40,52,0,0,1,0,0,0,0,1
40,56,0,0,0,0,1,0,0,0
38,56,1,0,0,0,0,0,0,0
75,30,0,0,1,0,0,0,0,0
35,49,1,0,0,0,0,0,0,0
40,41,0,0,1,0,0,0,0,0
40,59,0,0,1,0,0,0,0,0
15,23,0,0,0,0,1,0,0,0
12,90,0,0,0,0,1,0,0,0
40,38,0,0,1,0,0,0,0,0
40,38,1,0,0,0,0,0,0,0
40,29,0,0,0,0,1,0,0,0
30,19,0,0,0,0,1,0,0,0
20,21,0,0,0,0,1,0,0,0
68,63,0,0,1,0,0,0,0,1
50,54,0,0,1,0,0,0,0,1
32,54,1,0,0,0,0,0,0,0
15,55,0,0,1,0,0,0,0,0
20,26,0,0,0,0,1,0,0,0
20,18,0,0,0,0,1,0,0,0
5,61,0,0,1,0,0,0,0,1
40,57,0,0,1,0,0,0,0,1
50,43,0,0,1,0,0,0,0,0
45,52,1,0,0,0,0,0,0,1
40,24,0,0,0,0,1,0,0,0
40,33,1,0,0,0,0,0,0,0
40,36,0,0,0,0,1,0,0,0
25,74,0,0,0,0,0,0,1,0
40,33,1,0,0,0,0,0,0,0
40,36,0,0,1,0,0,0,0,0
44,27,1,0,0,0,0,0,0,0
16,67,0,0,1,0,0,0,0,0
40,34,0,0,0,0,1,0,0,0
40,42,1,0,0,0,0,0,0,0
30,60,0,0,0,0,0,1,0,0
40,57,0,0,1,0,0,0,0,1
36,48,0,0,1,0,0,0,0,0
43,30,0,0,1,0,0,0,0,0
40,26,0,0,0,0,1,0,0,0
40,63,0,0,0,0,0,0,1,0
40,35,0,0,1,0,0,0,0,0
45,31,1,0,0,0,0,0,0,0
40,46,0,0,0,1,0,0,0,0
45,50,0,0,1,0,0,0,0,1
20,23,0,0,0,0,1,0,0,0
50,49,0,0,1,0,0,0,0,1
60,43,0,0,0,0,0,1,0,1
15,19,0,0,0,0,1,0,0,0
40,60,1,0,0,0,0,0,0,0
43,27,0,0,1,0,0,0,0,0
35,20,0,0,0,0,1,0,0,0
50,23,0,0,0,0,1,0,0,0
16,17,0,0,0,0,1,0,0,0
40,31,0,0,1,0,0,0,0,1
99,29,0,0,1,0,0,0,0,1
40,28,0,0,0,0,1,0,0,0
40,22,0,0,0,1,0,0,0,0
60,40,0,0,1,0,0,0,0,0
60,53,0,0,1,0,0,0,0,0
35,21,0,0,0,0,1,0,0,0
65,42,1,0,0,0,0,0,0,0
30,32,1,0,0,0,0,0,0,0
50,22,0,0,0,0,1,0,0,0
40,48,0,0,0,0,1,0,0,0
40,59,0,0,1,0,0,0,0,0
43,31,0,0,1,0,0,0,0,0
36,46,1,0,0,0,0,0,0,0
40,27,0,0,1,0,0,0,0,0
55,18,0,0,0,0,1,0,0,0
15,19,0,0,0,0,1,0,0,0
20,55,1,0,0,0,0,0,0,0
30,18,0,0,0,0,1,0,0,0
40,63,0,0,1,0,0,0,0,1
38,44,0,0,1,0,0,0,0,1
45,40,0,0,0,0,1,0,0,0
45,33,0,0,0,0,1,0,0,0
40,36,0,0,0,0,1,0,0,0
60,42,0,0,0,0,1,0,0,1
38,25,0,0,0,0,1,0,0,0
15,18,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
40,30,0,0,0,1,0,0,0,0
16,17,0,0,0,0,1,0,0,0
40,39,0,0,1,0,0,0,0,1
4,78,0,0,0,0,0,0,1,0
55,33,0,0,1,0,0,0,0,1
40,54,0,0,1,0,0,0,0,0
20,19,0,0,0,0,1,0,0,0
12,18,0,0,0,0,1,0,0,0
45,54,0,0,1,0,0,0,0,0
40,47,0,0,1,0,0,0,0,1
70,43,0,0,1,0,0,0,0,0
65,35,0,0,1,0,0,0,0,1
45,43,0,0,1,0,0,0,0,0
40,23,0,0,0,0,1,0,0,0
40,70,0,0,1,0,0,0,0,0
48,29,0,0,1,0,0,0,0,1
40,41,0,0,0,0,1,0,0,0
45,30,0,0,1,0,0,0,0,1
40,51,0,0,1,0,0,0,0,0
40,67,0,0,0,0,1,0,0,0
40,30,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
40,35,1,0,0,0,0,0,0,0
25,20,0,0,0,0,1,0,0,0
50,47,0,0,1,0,0,0,0,1
40,25,0,0,0,0,1,0,0,1
20,38,0,0,1,0,0,0,0,1
38,41,0,0,1,0,0,0,0,1
18,20,0,0,0,0,1,0,0,0
35,20,0,0,0,0,1,0,0,0
60,51,0,0,1,0,0,0,0,0
40,30,1,0,0,0,0,0,0,0
40,36,1,0,0,0,0,0,0,0
40,64,0,0,1,0,0,0,0,0
25,46,1,0,0,0,0,0,0,1
40,26,0,0,0,0,1,0,0,0
12,17,0,0,0,0,1,0,0,0
60,18,0,0,0,0,1,0,0,0
20,26,0,0,0,0,1,0,0,0
45,38,1,0,0,0,0,0,0,0
40,45,0,0,1,0,0,0,0,0
40,43,0,0,1,0,0,0,0,0
42,33,0,0,1,0,0,0,0,1
30,18,0,0,0,0,1,0,0,0
32,24,1,0,0,0,0,0,0,0
70,52,0,0,1,0,0,0,0,1
40,33,0,0,1,0,0,0,0,1
40,22,0,0,0,0,1,0,0,0
42,31,0,0,1,0,0,0,0,0
35,59,0,0,0,0,0,1,0,0
40,90,0,0,0,0,1,0,0,0
80,62,0,0,1,0,0,0,0,0
34,29,1,0,0,0,0,0,0,0
40,25,0,0,0,0,1,0,0,0
40,26,0,0,0,0,1,0,0,0
40,19,0,0,0,0,1,0,0,0
18,70,0,0,1,0,0,0,0,0
70,33,0,0,0,0,1,0,0,0
35,18,0,0,0,0,1,0,0,0
40,53,1,0,0,0,0,0,0,0
45,57,0,0,1,0,0,0,0,1
30,24,0,0,0,0,1,0,0,0
60,29,0,0,0,0,1,0,0,0
40,44,0,0,1,0,0,0,0,1
40,28,0,0,1,0,0,0,0,0
40,20,0,0,0,0,1,0,0,0
15,18,0,0,0,0,1,0,0,0
40,18,0,0,0,0,1,0,0,0
40,51,0,0,1,0,0,0,0,0
40,43,1,0,0,0,0,0,0,0
40,46,1,0,0,0,0,0,0,0
48,46,1,0,0,0,0,0,0,1
27,18,0,0,0,0,1,0,0,0
40,58,0,0,0,0,0,0,1,0
30,21,0,0,0,0,1,0,0,0
60,49,0,0,1,0,0,0,0,0
25,20,0,0,0,0,1,0,0,0
40,29,1,0,0,0,0,0,0,0
58,61,0,0,1,0,0,0,0,1
5,78,0,0,0,0,0,0,1,0
33,70,0,0,1,0,0,0,0,0
50,21,0,0,0,0,1,0,0,0
24,47,0,0,1,0,0,0,0,0
55,31,0,0,0,0,1,0,0,1
60,54,1,0,0,0,0,0,0,0
40,29,0,0,0,0,1,0,0,0
40,47,0,0,0,0,1,0,0,0
50,40,0,0,1,0,0,0,0,1
3,36,0,0,0,0,0,1,0,0
40,57,0,0,1,0,0,0,0,0
40,23,0,0,0,0,1,0,0,0
50,66,0,0,1,0,0,0,0,0
40,44,0,0,1,0,0,0,0,0
40,52,0,0,1,0,0,0,0,1
50,59,0,0,1,0,0,0,0,0
40,33,0,0,0,0,1,0,0,0
48,40,1,0,0,0,0,0,0,0
20,50,0,0,1,0,0,0,0,1
38,44,0,0,1,0,0,0,0,1
40,44,0,0,1,0,0,0,0,0
40,28,0,1,0,0,0,0,0,0
40,56,0,0,1,0,0,0,0,0
40,47,0,0,1,0,0,0,0,0
40,62,0,0,1,0,0,0,0,0
40,42,0,0,0,0,1,0,0,0
40,21,0,0,0,0,1,0,0,0
40,40,1,0,0,0,0,0,0,0
40,19,1,0,0,0,0,0,0,0
50,41,0,0,1,0,0,0,0,1
45,46,0,0,1,0,0,0,0,1
50,30,0,0,0,0,1,0,0,0
5,17,0,0,0,0,1,0,0,0
40,52,1,0,0,0,0,0,0,0
40,22,0,0,0,0,1,0,0,0
40,45,0,0,1,0,0,0,0,1
36,21,0,0,0,0,1,0,0,0
40,26,0,0,0,0,1,0,0,0
40,38,0,0,1,0,0,0,0,1
26,28,0,0,0,0,1,0,0,0
20,69,0,0,0,0,0,0,1,0
50,43,0,0,0,0,0,1,0,0
40,64,0,0,1,0,0,0,0,0
40,32,0,0,0,0,1,0,0,0
35,39,0,0,1,0,0,0,0,0
35,54,0,0,0,0,0,0,1,0
3,31,0,0,0,0,1,0,0,0
40,43,0,0,1,0,0,0,0,1
40,30,0,0,1,0,0,0,0,0
40,45,0,0,0,0,1,0,0,0
40,43,0,0,1,0,0,0,0,1
50,46,0,0,1,0,0,0,0,0
40,21,0,0,0,0,1,0,0,0
40,51,0,0,1,0,0,0,0,1
40,61,1,0,0,0,0,0,0,0
40,34,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,50,0,0,1,0,0,0,0,0
40,30,0,0,1,0,0,0,0,1
50,34,0,0,0,0,1,0,0,0
40,48,0,0,0,0,1,0,0,0
40,29,0,0,0,0,1,0,0,0
40,50,0,0,1,0,0,0,0,0
35,44,0,0,1,0,0,0,0,1
40,21,0,0,0,0,1,0,0,1
35,21,0,0,0,0,1,0,0,0
40,25,0,0,0,0,1,0,0,0
65,46,1,0,0,0,0,0,0,1
40,44,1,0,0,0,0,0,0,0
30,44,0,0,1,0,0,0,0,0
40,48,0,0,1,0,0,0,0,0
50,60,0,0,1,0,0,0,0,0
40,42,0,0,0,0,1,0,0,0
40,54,0,0,0,0,0,0,1,0
55,58,0,0,1,0,0,0,0,1
40,24,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
20,41,0,0,1,0,0,0,0,0
40,47,0,0,0,0,1,0,0,0
16,21,0,0,0,0,1,0,0,0
5,64,0,0,1,0,0,0,0,0
60,34,0,0,1,0,0,0,0,0
60,63,0,0,1,0,0,0,0,1
76,33,0,0,1,0,0,0,0,1
40,42,0,0,0,0,1,0,0,0
40,21,0,0,0,0,1,0,0,0
60,44,0,0,1,0,0,0,0,1
40,25,0,0,0,1,0,0,0,0
10,66,0,0,1,0,0,0,0,0
42,36,0,0,1,0,0,0,0,1
40,52,0,0,1,0,0,0,0,0
40,28,0,0,1,0,0,0,0,0
40,31,0,0,0,0,1,0,0,0
65,58,1,0,0,0,0,0,0,0
45,42,0,0,1,0,0,0,0,1
30,24,0,0,0,0,1,0,0,0
20,58,0,0,1,0,0,0,0,1
40,58,0,0,1,0,0,0,0,0
45,22,0,0,1,0,0,0,0,0
92,36,0,0,1,0,0,0,0,0
35,41,0,0,1,0,0,0,0,1
15,73,0,0,0,0,0,0,1,0
40,28,0,0,0,0,1,0,0,0
55,50,0,0,1,0,0,0,0,1
40,50,0,0,0,0,1,0,0,0
20,60,0,0,0,0,0,1,0,0
35,20,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,28,1,0,0,0,0,0,0,0
20,17,0,0,0,0,1,0,0,0
40,49,0,0,1,0,0,0,0,0
40,34,0,0,1,0,0,0,0,1
40,57,0,0,1,0,0,0,0,1
15,47,1,0,0,0,0,0,0,0
15,50,0,0,1,0,0,0,0,0
60,25,0,0,0,0,1,0,0,0
40,33,0,0,0,0,1,0,0,0
40,30,0,0,0,0,1,0,0,0
30,52,1,0,0,0,0,0,0,0
42,47,0,0,1,0,0,0,0,1
50,25,0,0,1,0,0,0,0,1
50,19,0,0,0,0,1,0,0,0
40,28,0,0,1,0,0,0,0,0
30,21,0,0,0,0,1,0,0,0
40,28,0,0,0,1,0,0,0,0
42,27,0,0,0,0,1,0,0,0
50,54,0,0,1,0,0,0,0,0
55,31,0,0,1,0,0,0,0,0
30,17,0,0,0,0,1,0,0,0
40,35,0,0,1,0,0,0,0,0
45,37,0,0,1,0,0,0,0,0
20,18,0,0,0,0,1,0,0,0
24,65,0,0,0,0,0,0,1,0
40,42,0,0,1,0,0,0,0,0
40,32,0,0,0,0,0,1,0,0
40,50,0,0,1,0,0,0,0,1
30,39,1,0,0,0,0,0,0,1
40,43,0,0,0,0,1,0,0,0
40,34,0,0,1,0,0,0,0,0
45,41,1,0,0,0,0,0,0,0
20,76,0,0,1,0,0,0,0,0
40,33,0,0,0,0,1,0,0,0
35,73,1,0,0,0,0,0,0,0
50,26,0,0,0,0,1,0,0,0
40,64,0,0,1,0,0,0,0,0
40,34,0,0,0,0,1,0,0,0
30,30,0,0,1,0,0,0,0,0
40,44,1,0,0,0,0,0,0,1
40,17,0,0,0,0,1,0,0,0
30,52,0,0,1,0,0,0,0,0
60,33,0,0,1,0,0,0,0,1
5,41,1,0,0,0,0,0,0,1
45,54,0,0,1,0,0,0,0,1
55,36,0,0,1,0,0,0,0,0
40,22,0,0,1,0,0,0,0,0
40,44,0,0,1,0,0,0,0,1
40,39,0,0,1,0,0,0,0,0
40,44,0,0,1,0,0,0,0,0
20,20,0,0,0,0,1,0,0,0
40,51,0,0,1,0,0,0,0,1
55,57,0,0,1,0,0,0,0,0
50,25,0,0,1,0,0,0,0,0
40,27,0,0,0,0,1,0,0,0
24,23,0,0,0,0,1,0,0,0
40,37,0,0,1,0,0,0,0,1
40,33,0,0,1,0,0,0,0,1
70,49,0,0,0,0,1,0,0,1
37,30,1,0,0,0,0,0,0,0
45,32,0,0,1,0,0,0,0,1
40,30,1,0,0,0,0,0,0,0
40,29,1,0,0,0,0,0,0,0
42,29,0,0,0,0,0,1,0,0
40,25,0,0,0,0,1,0,0,0
40,51,0,0,1,0,0,0,0,0
35,32,0,0,0,0,1,0,0,0
45,28,0,0,1,0,0,0,0,0
70,30,0,0,0,0,1,0,0,0
40,37,0,0,1,0,0,0,0,0
38,29,0,0,0,0,1,0,0,0
80,28,0,0,0,0,0,1,0,0
55,35,0,0,1,0,0,0,0,0
55,40,0,0,1,0,0,0,0,1
40,34,0,0,0,0,1,0,0,0
40,54,0,0,1,0,0,0,0,1
40,42,1,0,0,0,0,0,0,0
55,33,0,0,1,0,0,0,0,1
40,30,0,0,0,0,1,0,0,0
40,34,0,0,0,0,1,0,0,0
60,47,0,0,1,0,0,0,0,1
35,36,0,0,1,0,0,0,0,0
40,23,0,0,1,0,0,0,0,0
35,43,1,0,0,0,0,0,0,0
40,35,0,0,1,0,0,0,0,0
40,19,0,0,0,1,0,0,0,0
30,21,0,0,0,0,1,0,0,0
40,48,0,0,1,0,0,0,0,1
25,30,0,0,1,0,0,0,0,0
25,20,0,0,0,0,1,0,0,0
50,72,0,0,1,0,0,0,0,0
38,50,1,0,0,0,0,0,0,1
27,65,0,0,1,0,0,0,0,0
36,35,0,0,0,1,0,0,0,0
60,34,0,0,0,0,1,0,0,1
48,32,0,0,1,0,0,0,0,0
40,54,0,0,1,0,0,0,0,1
40,21,0,0,0,0,1,0,0,0
6,35,1,0,0,0,0,0,0,0
40,23,0,0,1,0,0,0,0,0
40,25,0,0,0,0,1,0,0,0
40,58,0,0,0,0,0,1,0,0
62,32,1,0,0,0,0,0,0,0
25,39,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,45,0,0,1,0,0,0,0,0
40,36,0,0,0,0,1,0,0,0
40,37,0,0,1,0,0,0,0,1
50,52,0,0,0,0,0,1,0,0
55,62,0,0,1,0,0,0,0,1
38,62,0,0,0,0,0,0,1,0
40,60,0,0,1,0,0,0,0,1
56,48,0,0,1,0,0,0,0,1
40,28,0,0,1,0,0,0,0,0
40,42,0,0,1,0,0,0,0,1
20,24,0,0,0,0,1,0,0,0
40,27,0,0,0,0,1,0,0,0
24,37,0,0,1,0,0,0,0,1
65,27,0,0,0,0,1,0,0,1
40,35,0,0,1,0,0,0,0,0
40,59,0,0,0,0,0,0,1,0
45,31,1,0,0,0,0,0,0,0
25,18,0,0,0,0,1,0,0,0
40,20,0,0,0,0,1,0,0,0
50,40,0,0,1,0,0,0,0,1
40,51,0,0,1,0,0,0,0,1
50,47,0,0,1,0,0,0,0,1
38,23,0,0,0,0,0,0,1,0
35,42,0,0,1,0,0,0,0,1
24,67,0,0,1,0,0,0,0,0
40,54,0,0,1,0,0,0,0,0
45,56,0,0,1,0,0,0,0,1
35,53,0,0,1,0,0,0,0,1
60,31,0,0,0,0,1,0,0,1
30,22,0,0,0,0,1,0,0,0
48,51,0,0,1,0,0,0,0,1
40,25,1,0,0,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
55,32,0,0,0,0,1,0,0,1
70,42,0,0,1,0,0,0,0,1
20,20,0,0,0,0,1,0,0,0
40,26,0,0,0,0,1,0,0,0
40,42,0,0,0,1,0,0,0,0
20,20,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,73,0,0,1,0,0,0,0,0
50,50,0,0,1,0,0,0,0,1
20,30,0,0,0,0,1,0,0,0
40,47,0,0,1,0,0,0,0,1
45,56,0,0,0,0,1,0,0,0
40,43,1,0,0,0,0,0,0,0
40,24,0,0,1,0,0,0,0,1
40,26,0,0,0,0,1,0,0,0
55,47,0,0,1,0,0,0,0,1
40,64,0,0,0,0,1,0,0,0
40,25,0,0,0,0,1,0,0,0
25,22,0,0,0,0,1,0,0,0
40,50,1,0,0,0,0,0,0,0
30,58,1,0,0,0,0,0,0,0
40,36,1,0,0,0,0,0,0,0
40,48,1,0,0,0,0,0,0,0
45,21,0,0,0,0,1,0,0,0
55,44,0,0,1,0,0,0,0,1
40,27,0,0,0,0,1,0,0,0
48,26,0,0,0,0,1,0,0,0
40,22,0,0,0,0,1,0,0,0
40,41,0,0,1,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
64,41,0,0,1,0,0,0,0,1
40,27,0,0,0,0,1,0,0,0
60,30,0,1,0,0,0,0,0,0
22,46,0,0,1,0,0,0,0,1
45,36,0,0,1,0,0,0,0,1
40,33,0,0,1,0,0,0,0,1
40,44,0,0,1,0,0,0,0,0
34,27,0,0,0,0,1,0,0,0
40,40,1,0,0,0,0,0,0,0
50,46,1,0,0,0,0,0,0,0
40,20,0,0,0,0,1,0,0,0
20,22,0,0,0,0,1,0,0,0
37,47,0,0,1,0,0,0,0,1
40,34,0,0,1,0,0,0,0,0
40,23,0,0,0,0,1,0,0,0
53,46,0,0,1,0,0,0,0,1
40,58,0,0,1,0,0,0,0,1
45,27,0,0,1,0,0,0,0,0
40,55,1,0,0,0,0,0,0,0
55,19,0,0,0,0,1,0,0,0
40,22,0,0,0,0,1,0,0,0
20,31,0,0,0,0,1,0,0,0
38,52,1,0,0,0,0,0,0,0
50,27,1,0,0,0,0,0,0,0
40,22,0,0,0,0,1,0,0,0
50,40,0,0,1,0,0,0,0,1
40,45,0,0,0,0,1,0,0,0
40,47,0,0,0,0,0,1,0,0
45,34,0,0,0,0,1,0,0,0
25,36,0,0,1,0,0,0,0,1
40,33,0,0,1,0,0,0,0,0
20,37,0,0,1,0,0,0,0,0
40,20,0,0,0,0,1,0,0,0
20,21,0,0,0,0,1,0,0,0
20,18,0,0,0,0,1,0,0,0
40,28,0,0,1,0,0,0,0,0
40,22,0,0,0,0,1,0,0,0
56,35,1,0,0,0,0,0,0,0
40,45,0,0,0,0,1,0,0,0
12,17,0,0,0,0,1,0,0,0
50,30,0,0,1,0,0,0,0,1
4,58,0,0,0,0,1,0,0,0
35,45,0,0,1,0,0,0,0,0
15,36,0,0,1,0,0,0,0,1
30,18,0,0,0,0,1,0,0,0
48,34,0,0,0,0,1,0,0,0
40,23,0,0,0,0,1,0,0,0
40,34,1,0,0,0,0,0,0,0
35,18,0,0,0,0,1,0,0,0
40,22,0,0,0,0,1,0,0,0
35,24,0,0,0,0,1,0,0,0
20,64,1,0,0,0,0,0,0,0
50,44,0,0,1,0,0,0,0,1
60,35,1,0,0,0,0,0,0,1
40,38,0,0,0,0,1,0,0,0
40,32,0,0,1,0,0,0,0,0
72,36,1,0,0,0,0,0,0,0
30,28,0,0,0,0,0,1,0,0
40,22,0,0,0,0,1,0,0,0
45,30,0,0,1,0,0,0,0,1
40,25,0,0,0,0,1,0,0,0
40,26,0,0,0,0,1,0,0,0
52,31,0,0,0,0,1,0,0,0
35,35,0,0,1,0,0,0,0,1
40,40,0,0,0,0,1,0,0,0
35,37,0,0,0,0,0,1,0,0
60,54,1,0,0,0,0,0,0,0
45,46,0,0,1,0,0,0,0,0
60,42,0,0,1,0,0,0,0,0
50,23,0,0,1,0,0,0,0,0
40,31,0,0,1,0,0,0,0,1
40,23,0,0,0,0,1,0,0,0
40,28,1,0,0,0,0,0,0,0
40,46,0,0,1,0,0,0,0,0
40,29,0,0,1,0,0,0,0,0
40,20,0,0,0,0,1,0,0,0
40,34,0,0,1,0,0,0,0,0
48,65,0,0,1,0,0,0,0,1
40,46,1,0,0,0,0,0,0,0
40,29,0,0,1,0,0,0,0,1
35,26,1,0,0,0,0,0,0,0
22,21,0,0,0,0,1,0,0,0
35,21,0,0,0,0,1,0,0,0
40,46,0,0,1,0,0,0,0,0
38,23,0,0,0,0,1,0,0,0
40,38,0,0,1,0,0,0,0,1
40,20,0,0,0,0,1,0,0,0
65,64,0,0,1,0,0,0,0,1
50,29,0,0,0,0,1,0,0,0
40,45,0,0,1,0,0,0,0,1
50,40,0,0,0,0,1,0,0,1
30,30,0,0,1,0,0,0,0,0
40,69,0,0,1,0,0,0,0,1
50,41,0,0,1,0,0,0,0,1
45,42,0,0,1,0,0,0,0,1
40,39,0,0,1,0,0,0,0,1
75,73,0,0,1,0,0,0,0,0
50,56,0,0,1,0,0,0,0,0
40,52,0,0,1,0,0,0,0,1
50,24,0,0,0,0,0,1,0,0
40,38,0,0,1,0,0,0,0,1
50,58,0,0,0,0,0,1,0,0
60,42,0,0,1,0,0,0,0,1
40,46,1,0,0,0,0,0,0,0
40,55,0,0,1,0,0,0,0,0
50,36,0,0,1,0,0,0,0,1
40,65,1,0,0,0,0,0,0,0
35,47,0,0,1,0,0,0,0,0
40,42,0,0,1,0,0,0,0,1
40,58,1,0,0,0,0,0,0,0
13,17,0,0,0,0,1,0,0,0
40,30,0,0,1,0,0,0,0,0
60,41,0,0,1,0,0,0,0,1
60,23,0,0,0,0,1,0,0,0
40,55,0,0,0,0,1,0,0,1
20,17,0,0,0,0,1,0,0,0
50,27,0,0,1,0,0,0,0,0
40,70,0,0,1,0,0,0,0,0
36,58,0,0,1,0,0,0,0,0
40,21,0,0,0,0,1,0,0,0
43,22,0,0,0,0,1,0,0,0
15,39,0,0,1,0,0,0,0,1
50,41,0,0,1,0,0,0,0,1
40,34,1,0,0,0,0,0,0,0
40,53,0,0,1,0,0,0,0,1
40,38,0,0,1,0,0,0,0,0
50,33,0,0,0,0,1,0,0,0
35,54,0,0,1,0,0,0,0,0
40,36,1,0,0,0,0,0,0,0
40,35,1,0,0,0,0,0,0,1
50,23,0,0,1,0,0,0,0,0
50,24,0,0,0,0,1,0,0,0
40,24,0,0,0,0,1,0,0,0
35,21,0,0,0,0,1,0,0,0
48,26,1,0,0,0,0,0,0,0
25,68,0,0,1,0,0,0,0,0
60,35,0,0,1,0,0,0,0,0
40,39,0,0,1,0,0,0,0,1
50,33,0,0,1,0,0,0,0,0
40,24,0,0,0,0,1,0,0,0
60,39,1,0,0,0,0,0,0,1
40,26,0,0,0,0,1,0,0,0
50,37,0,0,0,0,1,0,0,0
55,43,0,0,1,0,0,0,0,0
40,30,0,0,1,0,0,0,0,1
40,18,0,0,0,0,1,0,0,0
65,55,0,0,1,0,0,0,0,0
40,33,1,0,0,0,0,0,0,0
60,46,0,0,1,0,0,0,0,1
35,39,1,0,0,0,0,0,0,0
40,23,0,0,0,0,1,0,0,0
40,33,1,0,0,0,0,0,0,0
40,30,0,0,1,0,0,0,0,1
42,37,0,0,0,0,1,0,0,0
50,50,0,0,1,0,0,0,0,1
40,28,1,0,0,0,0,0,0,0
40,43,1,0,0,0,0,0,0,0
35,48,0,0,1,0,0,0,0,1
60,59,1,0,0,0,0,0,0,1
40,44,0,0,1,0,0,0,0,0
40,27,0,0,0,0,1,0,0,0
40,33,0,0,0,0,1,0,0,0
48,49,0,0,1,0,0,0,0,1
45,41,0,0,1,0,0,0,0,1
40,39,0,0,1,0,0,0,0,1
40,46,0,0,0,0,0,0,1,0
40,45,1,0,0,0,0,0,0,0
35,21,0,0,0,0,1,0,0,0
40,32,1,0,0,0,0,0,0,0
60,38,0,0,1,0,0,0,0,1
25,21,0,0,0,0,1,0,0,0
40,22,0,0,0,0,1,0,0,0
40,63,0,0,0,0,0,0,1,0
40,29,0,0,0,0,1,0,0,0
40,56,0,0,1,0,0,0,0,0
12,72,1,0,0,0,0,0,0,0
45,62,0,0,1,0,0,0,0,1
40,23,0,0,1,0,0,0,0,0
40,50,0,0,1,0,0,0,0,1
55,32,0,0,1,0,0,0,0,0
38,46,0,0,1,0,0,0,0,1
72,31,0,0,1,0,0,0,0,0
50,24,0,0,0,0,1,0,0,0
50,35,0,0,1,0,0,0,0,0
35,22,0,0,0,0,1,0,0,0
40,25,0,0,0,0,1,0,0,0
40,33,1,0,0,0,0,0,0,0
40,43,0,0,1,0,0,0,0,0
40,29,0,0,0,0,1,0,0,0
55,42,0,0,1,0,0,0,0,1
40,28,0,0,0,0,1,0,0,0
50,49,0,0,0,0,1,0,0,0
15,28,0,0,1,0,0,0,0,0
35,40,0,0,1,0,0,0,0,0
60,54,0,0,1,0,0,0,0,1
38,35,0,0,0,0,1,0,0,0
40,30,0,0,0,0,1,0,0,0
24,20,0,0,0,0,1,0,0,0
55,32,0,0,0,0,1,0,0,0
16,23,0,0,0,0,1,0,0,0
40,42,0,0,1,0,0,0,0,1
16,17,0,0,0,0,1,0,0,0
40,31,0,0,0,0,1,0,0,0
30,19,0,0,0,0,1,0,0,0
40,57,0,0,1,0,0,0,0,1
40,58,1,0,0,0,0,0,0,1
25,33,0,0,1,0,0,0,0,0
40,60,1,0,0,0,0,0,0,0
10,20,0,0,0,0,1,0,0,0
40,24,0,0,0,0,1,0,0,0
45,30,0,0,0,0,1,0,0,0
40,41,0,0,1,0,0,0,0,0
37,24,0,0,0,0,1,0,0,0
60,52,0,0,1,0,0,0,0,1
40,38,0,0,1,0,0,0,0,1
40,37,0,0,1,0,0,0,0,1
40,56,1,0,0,0,0,0,0,0
40,47,1,0,0,0,0,0,0,1
55,28,0,0,0,0,1,0,0,0
40,27,0,0,1,0,0,0,0,0
15,19,0,0,0,0,1,0,0,0
